0.276,-0.658,1.895,-0.240,0.118,-0.657,-0.136,0.982,1.483,0.011,0.072,0
0.333,0.208,0.354,0.327,0.118,0.012,1.993,1.618,0.446,-0.284,-0.866,0
1.885,-1.161,1.433,0.185,-0.137,1.829,0.624,1.830,0.058,1.545,0.354,1
-0.356,0.990,-0.878,0.043,-0.074,-0.657,-0.622,0.452,0.511,-0.992,-0.679,0
-1.160,-0.323,-1.391,-0.808,-0.690,1.064,-0.410,-2.410,0.900,-1.051,1.762,1
0.104,-0.379,0.200,-0.205,-0.201,1.542,0.351,0.664,0.122,-0.697,-0.585,0
0.965,-0.546,0.303,0.114,0.160,1.160,1.293,0.876,-0.590,0.129,-0.397,0
-0.184,-0.770,0.149,-0.453,-0.286,1.542,1.141,0.224,0.511,-0.284,-1.336,0
0.908,1.185,0.046,0.043,-0.201,0.490,0.928,0.664,-0.202,-0.874,-0.585,0
2.402,-0.882,1.433,0.043,-0.095,0.873,0.655,1.459,-1.044,0.955,-0.022,1
0.908,0.347,-1.032,0.611,0.309,1.542,0.746,1.804,-0.007,0.306,-0.585,0
-0.126,1.409,-0.210,0.043,-0.605,-1.040,-0.957,0.134,0.382,-0.579,0.823,0
-0.758,-0.602,0.406,-0.666,0.011,0.012,-0.227,-0.343,0.187,-0.638,-1.148,0
0.333,-0.826,0.663,-0.240,-0.414,-0.371,-0.562,-1.000,-0.266,0.542,2.044,1
2.689,-1.161,1.946,0.043,0.118,-0.084,0.016,1.512,-1.692,-0.284,0.166,0
-0.299,1.297,-1.186,-0.169,0.096,-0.084,0.229,0.134,-0.331,-0.048,-0.585,0
-0.299,0.347,-0.467,-0.169,-0.244,0.108,0.229,0.399,0.770,-0.402,-0.397,0
-0.528,0.459,-1.340,-0.382,-0.286,-0.275,-0.257,0.389,1.094,-0.048,-0.585,0
-0.356,1.241,-0.005,0.895,0.479,1.733,1.293,-0.057,-0.461,-1.228,-1.054,0
-0.241,0.683,-1.340,-0.028,-0.201,0.108,-0.257,-0.237,0.187,0.483,1.199,1
1.195,-0.491,2.357,2.846,-0.286,2.116,0.898,1.194,-0.914,1.132,1.480,1
-0.643,0.794,-1.391,-0.240,-0.414,-0.562,-0.683,-0.608,0.706,0.365,0.635,1
-0.126,1.912,-1.391,0.540,0.181,0.968,0.442,1.857,1.872,0.365,-0.585,0
-0.528,-1.329,0.560,-0.595,-0.541,-0.657,-0.501,0.028,0.641,-0.756,-0.866,1
0.333,-0.714,0.252,2.172,-0.010,-0.562,0.016,1.247,0.446,0.660,0.072,1
-1.390,0.655,-0.775,-0.382,-0.265,1.542,-0.075,-0.677,1.677,0.306,-0.209,0
-0.816,-0.770,-0.159,-0.311,0.309,-1.136,-1.200,-1.127,0.835,-0.461,0.917,0
-0.413,-0.546,0.200,-0.311,-0.392,-0.275,0.837,-0.502,-0.331,-0.697,-0.491,1
-1.103,1.465,-1.186,-0.240,-0.563,-0.466,-0.896,-0.459,1.418,-0.048,-0.022,1
-1.045,0.012,-1.083,-0.382,-0.520,1.255,-0.075,-0.984,0.446,1.014,-0.115,1
1.885,-0.323,0.868,-0.666,1.265,1.925,0.138,0.855,0.446,1.191,-0.491,0
-0.758,-0.435,0.354,0.114,-0.116,0.012,0.776,0.664,1.548,-0.343,-0.866,0
-0.586,0.794,-1.135,0.753,0.415,-0.944,-0.805,0.240,0.576,-0.166,-0.303,0
-1.103,0.571,-0.313,-0.666,-0.159,-0.371,-0.440,0.076,1.742,0.011,-0.585,0
-0.873,0.738,-1.032,-0.666,-0.371,0.012,0.442,-0.544,-0.137,-0.343,-1.054,0
-0.356,0.236,-0.313,-0.737,-0.392,-1.136,-1.139,-1.148,-0.979,-0.697,-0.585,1
0.046,-1.552,0.611,-0.382,-0.988,-1.136,-1.109,-1.530,-0.266,0.306,1.950,1
-0.988,-0.491,-0.929,-0.240,-0.520,-0.657,-0.866,-1.223,0.706,0.188,0.823,1
2.287,-0.155,1.125,-0.240,0.033,-1.040,-0.987,1.830,-0.785,-1.287,-0.773,0
-0.873,1.576,-1.135,-0.382,-0.371,-0.944,-0.987,-0.597,1.289,0.011,0.354,1
0.276,-0.044,0.354,0.114,-0.010,0.777,2.297,0.770,-0.331,-0.284,-0.866,0
1.253,-1.608,0.765,-0.524,-0.222,-0.944,-0.744,0.452,-0.655,2.312,0.354,1
-0.701,-0.379,-0.364,-0.453,-0.222,1.160,0.229,-0.608,0.382,-0.107,-0.022,1
-1.218,0.180,-0.929,-0.595,-0.733,0.777,-0.440,-1.445,1.483,-0.343,0.823,0
1.712,-0.938,1.998,-0.098,0.755,-1.231,-1.170,-0.173,-0.720,-0.756,1.386,1
0.908,0.068,0.919,-0.169,-0.350,0.012,-0.197,1.247,0.511,-0.225,-0.960,0
-0.988,0.291,-1.391,-0.240,0.266,3.263,0.503,-0.693,1.807,0.129,0.917,1
1.368,-0.546,0.611,-0.240,0.394,-0.753,-0.440,0.982,-2.729,-0.933,-0.773,0
0.448,0.850,-0.827,0.185,0.118,-0.466,-0.075,1.131,-0.007,-0.638,-0.866,1
-0.701,-0.267,0.046,0.185,-0.414,-0.944,-0.926,0.039,-0.461,-0.756,-0.115,0
1.195,-1.105,1.844,0.185,-0.074,-1.040,-0.744,1.618,-0.331,0.483,0.729,1
-0.988,-0.044,-1.186,-0.240,-0.392,-0.753,-0.957,-0.608,0.576,-0.166,-0.960,1
-1.103,0.627,-0.313,-0.524,-0.137,-0.179,-0.470,0.076,1.807,0.011,-0.585,0
-0.299,0.962,-1.083,-0.453,-0.180,0.394,-0.349,-0.247,0.576,0.188,0.448,0
-0.184,-0.267,0.354,-0.240,-0.307,0.012,-0.653,-1.668,-0.202,0.011,1.856,1
0.678,0.347,0.868,-0.169,-0.350,0.490,0.655,1.300,0.965,-0.166,-0.866,0
-0.758,-0.826,1.125,-0.028,0.203,1.638,1.172,-0.290,0.511,0.660,0.917,1
0.908,0.571,-0.159,-0.098,-0.222,-0.944,-0.410,0.346,-1.433,-0.520,-0.960,0
-0.758,0.627,-1.289,-0.311,-0.435,-0.657,-0.714,0.134,1.029,0.070,-0.960,1
0.276,-0.882,1.073,-0.311,0.203,2.211,2.996,0.399,-1.757,2.194,-1.054,0
-0.069,0.627,-0.005,-0.382,0.160,-1.040,0.928,0.383,-1.173,-0.225,-1.242,1
-0.184,-0.546,0.457,-0.169,-0.265,-0.562,0.047,0.452,0.187,-1.169,-0.960,0
-0.471,1.102,-1.186,-0.737,-0.244,-0.753,-0.957,-0.883,-0.331,-0.756,-0.773,0
0.276,0.459,-0.416,1.037,0.139,1.351,0.685,0.595,-0.590,-0.933,-0.397,1
-1.333,0.627,-1.135,-0.453,-0.456,-0.657,-0.896,-0.947,1.353,0.719,0.166,0
-0.586,0.794,-1.289,-0.240,-0.329,1.446,1.385,-0.576,0.058,0.129,0.604,1
0.219,-1.105,0.560,0.540,-0.520,-0.562,-0.835,-1.095,-0.072,0.424,1.480,1
0.161,-0.044,0.560,-0.737,0.181,-1.040,-0.866,-0.046,-0.720,-0.815,-0.960,0
-0.528,0.738,-1.391,-0.524,-0.265,-0.275,-0.197,0.558,1.289,-0.579,-0.960,0
1.195,-0.546,1.176,-0.169,-0.414,-0.275,-0.835,-0.396,-1.368,1.250,0.917,1
0.219,1.409,1.227,-0.595,6.961,-0.371,0.594,-0.274,-2.016,3.021,-1.148,0
-0.011,0.012,-1.391,-0.808,-0.371,-0.944,-0.987,-0.433,-0.396,-0.107,-0.397,1
-0.241,-0.211,0.252,-0.453,-0.116,0.108,2.966,0.028,-0.720,-0.638,-0.866,0
-0.413,2.358,-1.237,-0.382,0.054,-0.849,-0.805,-0.449,-0.720,-0.579,-0.773,0
-0.528,3.671,-1.391,1.214,0.203,-1.040,-0.987,-0.078,2.066,-0.697,0.260,0
-0.356,0.906,-1.135,0.114,-0.265,-0.084,-0.592,0.346,-0.331,-0.284,-1.242,0
-0.643,-0.826,0.200,-0.382,-0.669,-0.084,-0.531,-1.074,-0.526,0.601,0.823,1
1.080,-1.105,0.971,-0.453,-0.137,-0.944,-1.139,-0.247,-1.368,-1.051,-0.022,1
0.219,0.822,-0.878,-0.666,0.054,-1.136,-1.079,0.373,-0.007,-0.048,-0.819,0
-0.069,-1.049,0.560,-0.028,-0.159,-0.371,0.320,0.558,-0.072,-1.110,-1.336,1
2.517,0.403,1.946,-0.169,-0.520,-0.944,-0.653,1.565,-1.821,-0.520,-0.491,0
-0.471,0.878,-1.032,-0.028,-0.626,-1.040,-1.139,-0.226,0.446,-0.638,0.448,0
-0.471,0.291,-1.237,1.108,-0.159,1.064,-0.014,-0.438,-1.886,-1.110,-1.148,0
-1.792,0.655,-1.391,-0.276,-0.159,-0.084,-0.562,-1.223,3.038,-0.284,1.950,1
1.712,0.515,2.049,1.888,-0.031,-0.944,-0.835,1.088,-0.590,0.188,2.794,1
-0.413,-0.155,0.098,-0.169,-0.031,-1.040,-0.987,-0.915,0.058,-0.225,1.011,1
-0.356,-1.496,0.149,-0.595,-0.605,0.394,-0.257,-0.979,-0.137,-1.110,0.354,1
1.827,0.347,1.638,0.043,-0.010,-0.275,0.077,1.088,-0.850,-0.048,0.542,1
0.506,-0.546,1.125,-0.098,-0.031,0.681,2.114,0.452,-0.526,-0.107,-0.866,0
2.402,-1.384,1.381,-0.169,-0.116,-0.371,-0.531,1.565,-1.303,4.142,-0.585,1
0.276,-0.602,-0.313,-0.028,0.096,1.638,1.263,0.786,-0.785,-0.815,-1.148,0
-0.643,-0.993,-0.056,-0.524,-0.095,1.638,0.868,0.028,0.576,-0.461,-0.866,1
-0.988,0.627,0.200,2.527,-0.095,-0.849,0.077,0.230,0.252,0.129,-0.115,0
-0.069,0.180,-0.210,0.611,-0.201,-0.179,1.749,0.452,-0.202,-0.225,-0.960,0
-0.011,0.683,-0.878,0.256,0.033,0.108,-0.197,0.680,-0.137,-0.638,-0.866,0
1.310,1.688,0.508,0.043,-0.031,0.968,0.716,0.717,-0.979,-0.815,-0.491,0
0.448,-0.714,1.536,1.462,-0.159,-0.944,-0.805,-0.120,-0.202,-0.520,1.950,1
0.851,-1.049,0.611,-0.808,-0.456,-1.231,-1.200,-1.085,-0.785,-0.638,0.917,1
-1.045,-0.379,-0.673,-0.098,0.564,-0.657,-0.288,0.304,2.261,-0.048,-0.585,0
-0.126,-0.826,1.073,-0.524,1.478,-1.040,-0.896,0.452,-0.072,2.312,-0.960,0
1.425,2.023,0.149,0.043,0.947,-0.849,0.412,0.590,-2.081,3.080,-0.209,0
-0.471,0.236,-0.981,0.043,0.033,-0.179,-0.592,-0.438,-0.072,-0.402,-0.022,1
0.391,0.068,1.125,0.256,0.139,2.403,1.932,0.770,-1.497,-0.284,-1.148,0
-1.045,0.487,-1.391,-0.453,-0.477,-0.657,-0.866,0.240,0.965,-0.048,-1.148,0
0.391,-0.323,0.200,0.114,-0.074,0.777,2.388,0.876,-0.007,-0.284,-0.960,0
0.333,-1.217,0.457,0.043,-0.669,-0.562,-0.227,-0.597,0.576,0.188,1.293,0
-0.816,1.744,-0.313,1.108,-0.286,0.012,0.564,0.887,1.418,0.365,-1.117,1
-0.356,1.046,-1.340,-0.311,-0.499,1.446,-0.105,-1.609,0.641,-0.520,1.293,1
1.310,-0.491,2.100,1.108,0.564,-0.944,-0.683,0.134,-1.627,0.011,2.794,1
-0.356,-0.100,0.046,-0.311,-0.010,0.681,0.229,0.664,0.706,0.483,-1.148,0
-0.988,0.459,-1.340,-0.453,-0.159,-0.753,-0.653,0.378,2.455,0.424,0.072,0
0.448,-0.435,0.406,-0.098,-0.159,0.681,0.959,1.035,0.446,-0.225,-0.866,0
0.448,0.738,-0.621,0.469,0.203,-0.657,0.381,1.597,-0.202,-0.697,-0.773,0
0.621,0.878,-0.827,0.114,-0.222,-0.944,-0.470,0.876,-0.785,0.247,-0.303,1
2.344,-0.602,1.125,1.462,-0.307,0.299,-0.105,0.558,-1.886,-0.284,-0.866,0
-0.471,-0.100,-1.289,-0.595,-0.074,-0.275,-0.470,-0.724,0.317,-0.697,0.072,1
1.942,-0.435,1.844,-0.240,-0.307,-0.849,-0.714,1.587,-0.655,0.188,0.448,1
2.402,0.403,1.125,1.250,0.266,-1.040,-0.987,2.254,-0.396,0.483,1.386,1
-0.011,-1.105,0.765,-0.169,-0.371,-0.657,-0.805,-1.318,0.446,0.660,2.137,1
0.161,-0.323,-0.005,-0.169,-0.690,-0.179,-0.562,-0.841,-0.850,0.837,0.729,0
-0.356,0.068,-0.056,-0.453,0.033,0.681,3.057,-0.205,-0.331,-0.402,-0.679,0
-1.045,-0.770,-0.210,4.087,-0.775,1.160,1.354,-0.820,0.835,-0.638,1.574,1
-0.643,-0.044,-1.032,-0.808,-0.286,-1.040,-0.805,0.293,0.058,0.896,-0.773,1
-0.241,0.403,-1.083,-0.666,-0.392,-0.084,0.381,-0.184,-0.072,-1.169,-0.960,0
0.448,-1.775,0.508,-0.666,-0.435,-0.944,-1.109,-0.650,-0.526,-0.461,0.635,1
1.310,-0.938,1.638,-0.240,1.372,-0.944,-0.866,0.982,-1.757,2.312,-0.960,0
1.540,-1.831,1.073,-0.382,5.431,-0.944,-0.866,0.611,-0.072,0.306,0.072,0
-0.471,-0.714,-0.467,-0.666,-0.180,0.777,0.351,-0.131,0.187,-0.461,-0.960,0
-0.184,-0.044,-0.108,-0.382,-0.201,0.299,0.381,-0.332,-0.072,-1.051,-0.209,0
-1.275,-1.161,-0.108,-0.169,-0.350,0.681,0.351,-0.221,0.706,1.840,0.166,0
-0.758,-0.155,-0.108,-0.382,-0.371,-1.231,-0.744,-0.237,-0.396,-0.166,-1.148,0
-1.333,-0.155,-1.186,-0.240,0.096,-0.275,-0.622,-0.147,0.965,-1.110,-0.397,0
0.678,-0.882,1.279,-0.382,-0.116,-0.944,-0.622,0.664,-0.850,-0.874,-0.866,0
0.965,-1.161,1.638,-0.240,-0.222,-1.231,-0.957,1.406,-0.720,0.719,-0.773,0
-0.069,1.185,-0.929,-0.382,-0.435,-1.040,-1.109,-1.360,-0.202,-0.520,1.293,1
-1.505,0.403,-1.391,-0.808,-0.520,-0.466,-0.866,-2.564,0.900,-0.579,1.668,1
-0.528,0.599,-0.878,-0.098,-0.159,0.012,-0.410,0.325,1.742,0.188,0.354,1
-0.988,0.934,-1.391,-0.311,-0.265,-0.371,0.290,0.028,1.159,0.070,-1.148,0
1.368,-0.714,1.073,-0.311,0.798,-0.084,0.077,0.664,-1.821,0.896,-0.679,1
-0.816,-0.155,-1.186,-0.737,-0.052,0.299,0.077,-0.502,0.252,0.719,-0.866,0
1.712,-1.049,0.919,-0.382,-0.116,-0.944,-0.957,1.088,-2.405,0.011,-1.148,1
-0.758,0.236,-1.289,-0.382,-0.329,0.108,-0.622,-0.528,0.317,-0.284,-0.209,0
-1.333,-0.155,-1.391,-0.808,-0.648,-0.084,-0.622,-1.201,0.317,-1.228,-0.866,0
0.276,-0.491,1.125,0.185,-0.095,0.203,1.962,0.770,-0.072,-0.343,-0.866,0
2.689,-0.323,1.125,1.250,-0.052,-0.944,0.016,2.837,-0.072,0.129,2.137,1
1.138,-0.155,0.765,-0.382,-0.392,0.490,0.138,0.770,-0.979,0.365,1.011,1
-0.528,-0.658,-0.159,-0.524,-0.456,0.203,0.016,-0.608,0.382,-0.225,-0.022,0
0.046,0.403,-0.878,-0.240,-0.052,-0.179,1.962,-0.184,-1.044,0.011,-0.585,0
0.333,-1.161,0.200,-0.382,0.011,-0.371,-0.835,-0.555,-0.914,-0.638,-0.022,1
-0.586,-0.910,1.125,-0.028,0.011,2.211,1.810,-0.078,0.317,0.719,0.542,0
-0.643,0.934,-0.724,-0.382,-0.244,-0.371,-0.805,-0.682,-0.137,-0.697,-0.303,0
-0.471,-0.826,1.536,-0.169,0.394,-1.040,-1.048,-0.369,0.317,-0.638,0.917,1
0.678,0.180,0.303,-0.098,0.033,1.829,0.624,0.240,-0.202,0.424,1.293,1
-0.816,0.571,-1.340,-0.098,-0.244,-0.179,-0.227,-0.809,0.187,-0.756,0.354,1
0.391,0.515,-1.186,-0.453,1.244,1.064,1.324,0.876,-0.979,0.247,-0.960,0
-0.471,0.571,-0.005,-0.382,-0.095,0.108,1.354,-0.311,-0.331,-0.461,-0.585,1
-0.988,0.571,-1.391,1.250,0.118,3.359,0.944,-0.618,-0.720,-1.228,-0.866,0
0.161,0.012,-0.262,-0.382,0.266,-0.849,-0.592,-0.025,-0.720,-0.579,-0.209,1
2.402,-0.379,1.125,1.391,-0.371,0.968,0.077,0.717,-1.692,-0.520,-0.773,0
1.885,-0.295,0.663,-0.808,0.075,-0.944,-0.562,0.155,-1.562,-0.048,-0.366,1
0.333,-0.267,-0.159,0.221,0.139,1.829,1.810,0.770,-1.368,-0.756,-1.148,0
0.276,0.459,-0.416,1.037,0.139,1.351,0.685,0.595,-0.590,-0.933,-0.397,1
-0.356,0.291,-1.340,-0.524,0.011,-0.371,-0.866,-0.565,0.058,-0.579,0.072,1
-1.448,-1.329,-0.056,-0.595,-0.520,-1.231,-1.079,-2.781,0.511,-0.697,2.888,1
0.736,1.967,0.046,-0.098,-0.031,1.351,3.057,0.611,-0.461,-0.756,-0.960,0
0.391,-0.435,1.125,0.043,-0.074,0.490,0.868,1.035,0.252,-0.520,-0.679,0
2.632,-0.993,1.125,2.314,-0.456,-1.040,-0.349,2.466,-0.720,0.011,1.480,1
0.391,0.291,-0.108,0.185,-0.265,-0.657,1.749,0.553,-0.526,-0.520,-0.679,0
0.965,-1.161,1.638,-0.240,-0.222,-1.231,-0.957,1.406,-0.720,0.719,-0.773,0
-0.356,0.738,-1.186,-0.666,-1.030,-1.136,-1.139,-0.290,0.576,-1.110,-0.960,0
-0.586,-0.546,-0.159,-0.028,-0.201,1.064,0.624,-0.141,1.872,-0.402,0.635,1
-0.299,-0.546,2.203,-0.453,8.003,0.586,0.624,0.346,-1.173,3.670,-0.960,0
-1.563,0.738,-1.391,-0.028,-0.456,-0.849,-0.957,-2.219,1.353,-0.461,2.325,0
0.908,0.236,-0.108,-0.382,0.351,-0.371,1.293,-0.237,-1.757,1.427,-0.303,0
0.851,-1.273,0.611,-0.595,-0.541,-1.231,-1.139,-1.032,-1.109,-0.520,1.011,1
-0.069,-1.105,0.611,-0.028,-0.286,1.255,0.047,-0.777,0.058,1.309,1.856,1
-0.299,0.655,-1.391,2.101,-0.031,-1.040,-0.866,0.982,0.576,-0.638,-0.773,1
-0.643,0.515,-1.083,0.114,-0.222,-0.084,1.172,0.378,1.289,-0.697,-0.866,0
0.678,-0.379,-0.159,0.114,0.096,-0.179,-0.075,0.664,-1.238,0.483,-0.397,1
0.046,-1.329,0.663,-0.595,-0.435,-0.753,-0.805,-0.380,0.511,-0.343,0.072,0
0.448,1.381,-0.262,-0.240,-0.180,-0.371,0.047,0.452,-0.850,-0.874,-0.773,0
-0.643,0.934,-0.724,-0.382,-0.244,-0.371,-0.805,-0.682,-0.137,-0.697,-0.303,0
0.276,-1.105,0.714,2.385,-0.307,-0.849,-1.018,-0.088,-0.072,-0.225,1.574,1
-1.218,0.291,-1.391,-0.666,-0.477,-0.753,-0.866,-0.078,1.613,1.073,-0.960,0
1.080,-1.329,1.946,-0.098,-0.265,-0.944,-0.896,-0.581,-0.590,-0.166,1.293,1
-0.816,-0.044,-0.108,0.043,-0.137,-0.562,-0.288,0.055,0.965,-0.933,0.542,0
0.161,0.599,2.100,-0.524,6.706,0.299,0.290,-0.226,-1.886,2.903,-1.054,0
1.425,-0.435,0.303,-0.028,0.245,0.394,-0.257,0.760,-0.461,0.306,0.354,0
-0.643,-1.105,0.303,-0.595,-0.563,-1.231,-1.018,-0.396,-0.526,2.607,-0.397,1
0.563,-0.826,1.073,0.895,0.947,-1.231,-1.079,-0.518,-0.526,-0.520,2.607,1
-0.471,0.236,-1.289,0.043,-0.222,-0.466,-0.349,-0.624,0.317,-0.225,0.354,1
0.908,1.185,-0.416,2.314,0.500,1.638,0.898,1.078,-1.109,-0.638,-0.960,0
-0.413,-0.379,-0.827,0.043,-0.180,-0.371,0.077,0.028,-0.655,-0.520,-0.397,0
0.219,0.962,-0.159,-0.028,2.944,-1.040,-0.957,1.247,0.058,-0.343,-1.336,1
0.736,0.180,0.200,0.185,0.033,-0.084,-0.014,0.611,-1.303,1.545,-0.397,1
